,passenger_id,survived,pclass,name,gender,age,sibsp,parch,ticket,fare,cabin,embarked
254,255,False,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",FEMALE,41.0,0,2,370129,20.2125,,Southampton
255,256,True,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",FEMALE,29.0,0,2,2650,15.2458,,Cherbourg
256,257,True,1,"Thorne, Mrs. Gertrude Maybelle",FEMALE,,0,0,PC 17585,79.2,,Cherbourg
257,258,True,1,"Cherry, Miss. Gladys",FEMALE,30.0,0,0,110152,86.5,B77,Southampton
258,259,True,1,"Ward, Miss. Anna",FEMALE,35.0,0,0,PC 17755,512.3292,,Cherbourg
259,260,True,2,"Parrish, Mrs. (Lutie Davis)",FEMALE,50.0,0,1,230433,26.0,,Southampton
260,261,False,3,"Smith, Mr. Thomas",MALE,,0,0,384461,7.75,,Queenstown
261,262,True,3,"Asplund, Master. Edvin Rojj Felix",MALE,3.0,4,2,347077,31.3875,,Southampton
262,263,False,1,"Taussig, Mr. Emil",MALE,52.0,1,1,110413,79.65,E67,Southampton
263,264,False,1,"Harrison, Mr. William",MALE,40.0,0,0,112059,0.0,B94,Southampton
264,265,False,3,"Henry, Miss. Delia",FEMALE,,0,0,382649,7.75,,Queenstown
265,266,False,2,"Reeves, Mr. David",MALE,36.0,0,0,C.A. 17248,10.5,,Southampton
266,267,False,3,"Panula, Mr. Ernesti Arvid",MALE,16.0,4,1,3101295,39.6875,,Southampton
267,268,True,3,"Persson, Mr. Ernst Ulrik",MALE,25.0,1,0,347083,7.775,,Southampton
268,269,True,1,"Graham, Mrs. William Thompson (Edith Junkins)",FEMALE,58.0,0,1,PC 17582,153.4625,C125,Southampton
269,270,True,1,"Bissette, Miss. Amelia",FEMALE,35.0,0,0,PC 17760,135.6333,C99,Southampton
270,271,False,1,"Cairns, Mr. Alexander",MALE,,0,0,113798,31.0,,Southampton
271,272,True,3,"Tornquist, Mr. William Henry",MALE,25.0,0,0,LINE,0.0,,Southampton
272,273,True,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",FEMALE,41.0,0,1,250644,19.5,,Southampton
273,274,False,1,"Natsch, Mr. Charles H",MALE,37.0,0,1,PC 17596,29.7,C118,Cherbourg
274,275,True,3,"Healy, Miss. Hanora ""Nora""",FEMALE,,0,0,370375,7.75,,Queenstown
275,276,True,1,"Andrews, Miss. Kornelia Theodosia",FEMALE,63.0,1,0,13502,77.9583,D7,Southampton
276,277,False,3,"Lindblom, Miss. Augusta Charlotta",FEMALE,45.0,0,0,347073,7.75,,Southampton
277,278,False,2,"Parkes, Mr. Francis ""Frank""",MALE,,0,0,239853,0.0,,Southampton
278,279,False,3,"Rice, Master. Eric",MALE,7.0,4,1,382652,29.125,,Queenstown
279,280,True,3,"Abbott, Mrs. Stanton (Rosa Hunt)",FEMALE,35.0,1,1,C.A. 2673,20.25,,Southampton
280,281,False,3,"Duane, Mr. Frank",MALE,65.0,0,0,336439,7.75,,Queenstown
281,282,False,3,"Olsson, Mr. Nils Johan Goransson",MALE,28.0,0,0,347464,7.8542,,Southampton
282,283,False,3,"de Pelsmaeker, Mr. Alfons",MALE,16.0,0,0,345778,9.5,,Southampton
283,284,True,3,"Dorking, Mr. Edward Arthur",MALE,19.0,0,0,A/5. 10482,8.05,,Southampton
284,285,False,1,"Smith, Mr. Richard William",MALE,,0,0,113056,26.0,A19,Southampton
285,286,False,3,"Stankovic, Mr. Ivan",MALE,33.0,0,0,349239,8.6625,,Cherbourg
286,287,True,3,"de Mulder, Mr. Theodore",MALE,30.0,0,0,345774,9.5,,Southampton
287,288,False,3,"Naidenoff, Mr. Penko",MALE,22.0,0,0,349206,7.8958,,Southampton
288,289,True,2,"Hosono, Mr. Masabumi",MALE,42.0,0,0,237798,13.0,,Southampton
289,290,True,3,"Connolly, Miss. Kate",FEMALE,22.0,0,0,370373,7.75,,Queenstown
290,291,True,1,"Barber, Miss. Ellen ""Nellie""",FEMALE,26.0,0,0,19877,78.85,,Southampton
291,292,True,1,"Bishop, Mrs. Dickinson H (Helen Walton)",FEMALE,19.0,1,0,11967,91.0792,B49,Cherbourg
292,293,False,2,"Levy, Mr. Rene Jacques",MALE,36.0,0,0,SC/Paris 2163,12.875,D,Cherbourg
293,294,False,3,"Haas, Miss. Aloisia",FEMALE,24.0,0,0,349236,8.85,,Southampton
294,295,False,3,"Mineff, Mr. Ivan",MALE,24.0,0,0,349233,7.8958,,Southampton
295,296,False,1,"Lewy, Mr. Ervin G",MALE,,0,0,PC 17612,27.7208,,Cherbourg
296,297,False,3,"Hanna, Mr. Mansour",MALE,23.5,0,0,2693,7.2292,,Cherbourg
297,298,False,1,"Allison, Miss. Helen Loraine",FEMALE,2.0,1,2,113781,151.55,C22 C26,Southampton
298,299,True,1,"Saalfeld, Mr. Adolphe",MALE,,0,0,19988,30.5,C106,Southampton
299,300,True,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",FEMALE,50.0,0,1,PC 17558,247.5208,B58 B60,Cherbourg
300,301,True,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",FEMALE,,0,0,9234,7.75,,Queenstown
301,302,True,3,"McCoy, Mr. Bernard",MALE,,2,0,367226,23.25,,Queenstown
302,303,False,3,"Johnson, Mr. William Cahoone Jr",MALE,19.0,0,0,LINE,0.0,,Southampton
303,304,True,2,"Keane, Miss. Nora A",FEMALE,,0,0,226593,12.35,E101,Queenstown
304,305,False,3,"Williams, Mr. Howard Hugh ""Harry""",MALE,,0,0,A/5 2466,8.05,,Southampton
305,306,True,1,"Allison, Master. Hudson Trevor",MALE,0.92,1,2,113781,151.55,C22 C26,Southampton
306,307,True,1,"Fleming, Miss. Margaret",FEMALE,,0,0,17421,110.8833,,Cherbourg
307,308,True,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",FEMALE,17.0,1,0,PC 17758,108.9,C65,Cherbourg
308,309,False,2,"Abelson, Mr. Samuel",MALE,30.0,1,0,P/PP 3381,24.0,,Cherbourg
309,310,True,1,"Francatelli, Miss. Laura Mabel",FEMALE,30.0,0,0,PC 17485,56.9292,E36,Cherbourg
310,311,True,1,"Hays, Miss. Margaret Bechstein",FEMALE,24.0,0,0,11767,83.1583,C54,Cherbourg
311,312,True,1,"Ryerson, Miss. Emily Borie",FEMALE,18.0,2,2,PC 17608,262.375,B57 B59 B63 B66,Cherbourg
312,313,False,2,"Lahtinen, Mrs. William (Anna Sylfven)",FEMALE,26.0,1,1,250651,26.0,,Southampton
313,314,False,3,"Hendekovic, Mr. Ignjac",MALE,28.0,0,0,349243,7.8958,,Southampton
314,315,False,2,"Hart, Mr. Benjamin",MALE,43.0,1,1,F.C.C. 13529,26.25,,Southampton
315,316,True,3,"Nilsson, Miss. Helmina Josefina",FEMALE,26.0,0,0,347470,7.8542,,Southampton
316,317,True,2,"Kantor, Mrs. Sinai (Miriam Sternin)",FEMALE,24.0,1,0,244367,26.0,,Southampton
317,318,False,2,"Moraweck, Dr. Ernest",MALE,54.0,0,0,29011,14.0,,Southampton
318,319,True,1,"Wick, Miss. Mary Natalie",FEMALE,31.0,0,2,36928,164.8667,C7,Southampton
319,320,True,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",FEMALE,40.0,1,1,16966,134.5,E34,Cherbourg
320,321,False,3,"Dennis, Mr. Samuel",MALE,22.0,0,0,A/5 21172,7.25,,Southampton
321,322,False,3,"Danoff, Mr. Yoto",MALE,27.0,0,0,349219,7.8958,,Southampton
322,323,True,2,"Slayter, Miss. Hilda Mary",FEMALE,30.0,0,0,234818,12.35,,Queenstown
323,324,True,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",FEMALE,22.0,1,1,248738,29.0,,Southampton
324,325,False,3,"Sage, Mr. George John Jr",MALE,,8,2,CA. 2343,69.55,,Southampton
325,326,True,1,"Young, Miss. Marie Grice",FEMALE,36.0,0,0,PC 17760,135.6333,C32,Cherbourg
326,327,False,3,"Nysveen, Mr. Johan Hansen",MALE,61.0,0,0,345364,6.2375,,Southampton
327,328,True,2,"Ball, Mrs. (Ada E Hall)",FEMALE,36.0,0,0,28551,13.0,D,Southampton
328,329,True,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",FEMALE,31.0,1,1,363291,20.525,,Southampton
329,330,True,1,"Hippach, Miss. Jean Gertrude",FEMALE,16.0,0,1,111361,57.9792,B18,Cherbourg
330,331,True,3,"McCoy, Miss. Agnes",FEMALE,,2,0,367226,23.25,,Queenstown
331,332,False,1,"Partner, Mr. Austen",MALE,45.5,0,0,113043,28.5,C124,Southampton
332,333,False,1,"Graham, Mr. George Edward",MALE,38.0,0,1,PC 17582,153.4625,C91,Southampton
333,334,False,3,"Vander Planke, Mr. Leo Edmondus",MALE,16.0,2,0,345764,18.0,,Southampton
334,335,True,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",FEMALE,,1,0,PC 17611,133.65,,Southampton
335,336,False,3,"Denkoff, Mr. Mitto",MALE,,0,0,349225,7.8958,,Southampton
336,337,False,1,"Pears, Mr. Thomas Clinton",MALE,29.0,1,0,113776,66.6,C2,Southampton
337,338,True,1,"Burns, Miss. Elizabeth Margaret",FEMALE,41.0,0,0,16966,134.5,E40,Cherbourg
338,339,True,3,"Dahl, Mr. Karl Edwart",MALE,45.0,0,0,7598,8.05,,Southampton
339,340,False,1,"Blackwell, Mr. Stephen Weart",MALE,45.0,0,0,113784,35.5,T,Southampton
340,341,True,2,"Navratil, Master. Edmond Roger",MALE,2.0,1,1,230080,26.0,F2,Southampton
341,342,True,1,"Fortune, Miss. Alice Elizabeth",FEMALE,24.0,3,2,19950,263.0,C23 C25 C27,Southampton
342,343,False,2,"Collander, Mr. Erik Gustaf",MALE,28.0,0,0,248740,13.0,,Southampton
343,344,False,2,"Sedgwick, Mr. Charles Frederick Waddington",MALE,25.0,0,0,244361,13.0,,Southampton
344,345,False,2,"Fox, Mr. Stanley Hubert",MALE,36.0,0,0,229236,13.0,,Southampton
345,346,True,2,"Brown, Miss. Amelia ""Mildred""",FEMALE,24.0,0,0,248733,13.0,F33,Southampton
346,347,True,2,"Smith, Miss. Marion Elsie",FEMALE,40.0,0,0,31418,13.0,,Southampton
347,348,True,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",FEMALE,,1,0,386525,16.1,,Southampton
348,349,True,3,"Coutts, Master. William Loch ""William""",MALE,3.0,1,1,C.A. 37671,15.9,,Southampton
349,350,False,3,"Dimic, Mr. Jovan",MALE,42.0,0,0,315088,8.6625,,Southampton
350,351,False,3,"Odahl, Mr. Nils Martin",MALE,23.0,0,0,7267,9.225,,Southampton
351,352,False,1,"Williams-Lambert, Mr. Fletcher Fellows",MALE,,0,0,113510,35.0,C128,Southampton
352,353,False,3,"Elias, Mr. Tannous",MALE,15.0,1,1,2695,7.2292,,Cherbourg
353,354,False,3,"Arnold-Franchi, Mr. Josef",MALE,25.0,1,0,349237,17.8,,Southampton
354,355,False,3,"Yousif, Mr. Wazli",MALE,,0,0,2647,7.225,,Cherbourg
355,356,False,3,"Vanden Steen, Mr. Leo Peter",MALE,28.0,0,0,345783,9.5,,Southampton
356,357,True,1,"Bowerman, Miss. Elsie Edith",FEMALE,22.0,0,1,113505,55.0,E33,Southampton
357,358,False,2,"Funk, Miss. Annie Clemmer",FEMALE,38.0,0,0,237671,13.0,,Southampton
358,359,True,3,"McGovern, Miss. Mary",FEMALE,,0,0,330931,7.8792,,Queenstown
359,360,True,3,"Mockler, Miss. Helen Mary ""Ellie""",FEMALE,,0,0,330980,7.8792,,Queenstown
360,361,False,3,"Skoog, Mr. Wilhelm",MALE,40.0,1,4,347088,27.9,,Southampton
361,362,False,2,"del Carlo, Mr. Sebastiano",MALE,29.0,1,0,SC/PARIS 2167,27.7208,,Cherbourg
362,363,False,3,"Barbara, Mrs. (Catherine David)",FEMALE,45.0,0,1,2691,14.4542,,Cherbourg
363,364,False,3,"Asim, Mr. Adola",MALE,35.0,0,0,SOTON/O.Q. 3101310,7.05,,Southampton
364,365,False,3,"O'Brien, Mr. Thomas",MALE,,1,0,370365,15.5,,Queenstown
365,366,False,3,"Adahl, Mr. Mauritz Nils Martin",MALE,30.0,0,0,C 7076,7.25,,Southampton
366,367,True,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",FEMALE,60.0,1,0,110813,75.25,D37,Cherbourg
367,368,True,3,"Moussa, Mrs. (Mantoura Boulos)",FEMALE,,0,0,2626,7.2292,,Cherbourg
368,369,True,3,"Jermyn, Miss. Annie",FEMALE,,0,0,14313,7.75,,Queenstown
369,370,True,1,"Aubart, Mme. Leontine Pauline",FEMALE,24.0,0,0,PC 17477,69.3,B35,Cherbourg
370,371,True,1,"Harder, Mr. George Achilles",MALE,25.0,1,0,11765,55.4417,E50,Cherbourg
371,372,False,3,"Wiklund, Mr. Jakob Alfred",MALE,18.0,1,0,3101267,6.4958,,Southampton
372,373,False,3,"Beavan, Mr. William Thomas",MALE,19.0,0,0,323951,8.05,,Southampton
373,374,False,1,"Ringhini, Mr. Sante",MALE,22.0,0,0,PC 17760,135.6333,,Cherbourg
374,375,False,3,"Palsson, Miss. Stina Viola",FEMALE,3.0,3,1,349909,21.075,,Southampton
375,376,True,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",FEMALE,,1,0,PC 17604,82.1708,,Cherbourg
376,377,True,3,"Landergren, Miss. Aurora Adelia",FEMALE,22.0,0,0,C 7077,7.25,,Southampton
377,378,False,1,"Widener, Mr. Harry Elkins",MALE,27.0,0,2,113503,211.5,C82,Cherbourg
378,379,False,3,"Betros, Mr. Tannous",MALE,20.0,0,0,2648,4.0125,,Cherbourg
379,380,False,3,"Gustafsson, Mr. Karl Gideon",MALE,19.0,0,0,347069,7.775,,Southampton
380,381,True,1,"Bidois, Miss. Rosalie",FEMALE,42.0,0,0,PC 17757,227.525,,Cherbourg
381,382,True,3,"Nakid, Miss. Maria (""Mary"")",FEMALE,1.0,0,2,2653,15.7417,,Cherbourg
382,383,False,3,"Tikkanen, Mr. Juho",MALE,32.0,0,0,STON/O 2. 3101293,7.925,,Southampton
383,384,True,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",FEMALE,35.0,1,0,113789,52.0,,Southampton
384,385,False,3,"Plotcharsky, Mr. Vasil",MALE,,0,0,349227,7.8958,,Southampton
385,386,False,2,"Davies, Mr. Charles Henry",MALE,18.0,0,0,S.O.C. 14879,73.5,,Southampton
386,387,False,3,"Goodwin, Master. Sidney Leonard",MALE,1.0,5,2,CA 2144,46.9,,Southampton
387,388,True,2,"Buss, Miss. Kate",FEMALE,36.0,0,0,27849,13.0,,Southampton
388,389,False,3,"Sadlier, Mr. Matthew",MALE,,0,0,367655,7.7292,,Queenstown
389,390,True,2,"Lehmann, Miss. Bertha",FEMALE,17.0,0,0,SC 1748,12.0,,Cherbourg
390,391,True,1,"Carter, Mr. William Ernest",MALE,36.0,1,2,113760,120.0,B96 B98,Southampton
391,392,True,3,"Jansson, Mr. Carl Olof",MALE,21.0,0,0,350034,7.7958,,Southampton
392,393,False,3,"Gustafsson, Mr. Johan Birger",MALE,28.0,2,0,3101277,7.925,,Southampton
393,394,True,1,"Newell, Miss. Marjorie",FEMALE,23.0,1,0,35273,113.275,D36,Cherbourg
394,395,True,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",FEMALE,24.0,0,2,PP 9549,16.7,G6,Southampton
395,396,False,3,"Johansson, Mr. Erik",MALE,22.0,0,0,350052,7.7958,,Southampton
396,397,False,3,"Olsson, Miss. Elina",FEMALE,31.0,0,0,350407,7.8542,,Southampton
397,398,False,2,"McKane, Mr. Peter David",MALE,46.0,0,0,28403,26.0,,Southampton
398,399,False,2,"Pain, Dr. Alfred",MALE,23.0,0,0,244278,10.5,,Southampton
399,400,True,2,"Trout, Mrs. William H (Jessie L)",FEMALE,28.0,0,0,240929,12.65,,Southampton
400,401,True,3,"Niskanen, Mr. Juha",MALE,39.0,0,0,STON/O 2. 3101289,7.925,,Southampton
401,402,False,3,"Adams, Mr. John",MALE,26.0,0,0,341826,8.05,,Southampton
402,403,False,3,"Jussila, Miss. Mari Aina",FEMALE,21.0,1,0,4137,9.825,,Southampton
403,404,False,3,"Hakkarainen, Mr. Pekka Pietari",MALE,28.0,1,0,STON/O2. 3101279,15.85,,Southampton
404,405,False,3,"Oreskovic, Miss. Marija",FEMALE,20.0,0,0,315096,8.6625,,Southampton
405,406,False,2,"Gale, Mr. Shadrach",MALE,34.0,1,0,28664,21.0,,Southampton
406,407,False,3,"Widegren, Mr. Carl/Charles Peter",MALE,51.0,0,0,347064,7.75,,Southampton
407,408,True,2,"Richards, Master. William Rowe",MALE,3.0,1,1,29106,18.75,,Southampton
408,409,False,3,"Birkeland, Mr. Hans Martin Monsen",MALE,21.0,0,0,312992,7.775,,Southampton
409,410,False,3,"Lefebre, Miss. Ida",FEMALE,,3,1,4133,25.4667,,Southampton
410,411,False,3,"Sdycoff, Mr. Todor",MALE,,0,0,349222,7.8958,,Southampton
411,412,False,3,"Hart, Mr. Henry",MALE,,0,0,394140,6.8583,,Queenstown
412,413,True,1,"Minahan, Miss. Daisy E",FEMALE,33.0,1,0,19928,90.0,C78,Queenstown
413,414,False,2,"Cunningham, Mr. Alfred Fleming",MALE,,0,0,239853,0.0,,Southampton
414,415,True,3,"Sundman, Mr. Johan Julian",MALE,44.0,0,0,STON/O 2. 3101269,7.925,,Southampton
415,416,False,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",FEMALE,,0,0,343095,8.05,,Southampton
416,417,True,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",FEMALE,34.0,1,1,28220,32.5,,Southampton
417,418,True,2,"Silven, Miss. Lyyli Karoliina",FEMALE,18.0,0,2,250652,13.0,,Southampton
418,419,False,2,"Matthews, Mr. William John",MALE,30.0,0,0,28228,13.0,,Southampton
419,420,False,3,"Van Impe, Miss. Catharina",FEMALE,10.0,0,2,345773,24.15,,Southampton
420,421,False,3,"Gheorgheff, Mr. Stanio",MALE,,0,0,349254,7.8958,,Cherbourg
421,422,False,3,"Charters, Mr. David",MALE,21.0,0,0,A/5. 13032,7.7333,,Queenstown
422,423,False,3,"Zimmerman, Mr. Leo",MALE,29.0,0,0,315082,7.875,,Southampton
423,424,False,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",FEMALE,28.0,1,1,347080,14.4,,Southampton
424,425,False,3,"Rosblom, Mr. Viktor Richard",MALE,18.0,1,1,370129,20.2125,,Southampton
425,426,False,3,"Wiseman, Mr. Phillippe",MALE,,0,0,A/4. 34244,7.25,,Southampton
426,427,True,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",FEMALE,28.0,1,0,2003,26.0,,Southampton
427,428,True,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",FEMALE,19.0,0,0,250655,26.0,,Southampton
428,429,False,3,"Flynn, Mr. James",MALE,,0,0,364851,7.75,,Queenstown
429,430,True,3,"Pickard, Mr. Berk (Berk Trembisky)",MALE,32.0,0,0,SOTON/O.Q. 392078,8.05,E10,Southampton
430,431,True,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",MALE,28.0,0,0,110564,26.55,C52,Southampton
431,432,True,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",FEMALE,,1,0,376564,16.1,,Southampton
432,433,True,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",FEMALE,42.0,1,0,SC/AH 3085,26.0,,Southampton
433,434,False,3,"Kallio, Mr. Nikolai Erland",MALE,17.0,0,0,STON/O 2. 3101274,7.125,,Southampton
434,435,False,1,"Silvey, Mr. William Baird",MALE,50.0,1,0,13507,55.9,E44,Southampton
435,436,True,1,"Carter, Miss. Lucile Polk",FEMALE,14.0,1,2,113760,120.0,B96 B98,Southampton
436,437,False,3,"Ford, Miss. Doolina Margaret ""Daisy""",FEMALE,21.0,2,2,W./C. 6608,34.375,,Southampton
437,438,True,2,"Richards, Mrs. Sidney (Emily Hocking)",FEMALE,24.0,2,3,29106,18.75,,Southampton
438,439,False,1,"Fortune, Mr. Mark",MALE,64.0,1,4,19950,263.0,C23 C25 C27,Southampton
439,440,False,2,"Kvillner, Mr. Johan Henrik Johannesson",MALE,31.0,0,0,C.A. 18723,10.5,,Southampton
440,441,True,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",FEMALE,45.0,1,1,F.C.C. 13529,26.25,,Southampton
441,442,False,3,"Hampe, Mr. Leon",MALE,20.0,0,0,345769,9.5,,Southampton
442,443,False,3,"Petterson, Mr. Johan Emil",MALE,25.0,1,0,347076,7.775,,Southampton
443,444,True,2,"Reynaldo, Ms. Encarnacion",FEMALE,28.0,0,0,230434,13.0,,Southampton
444,445,True,3,"Johannesen-Bratthammer, Mr. Bernt",MALE,,0,0,65306,8.1125,,Southampton
445,446,True,1,"Dodge, Master. Washington",MALE,4.0,0,2,33638,81.8583,A34,Southampton
446,447,True,2,"Mellinger, Miss. Madeleine Violet",FEMALE,13.0,0,1,250644,19.5,,Southampton
447,448,True,1,"Seward, Mr. Frederic Kimber",MALE,34.0,0,0,113794,26.55,,Southampton
448,449,True,3,"Baclini, Miss. Marie Catherine",FEMALE,5.0,2,1,2666,19.2583,,Cherbourg
449,450,True,1,"Peuchen, Major. Arthur Godfrey",MALE,52.0,0,0,113786,30.5,C104,Southampton
450,451,False,2,"West, Mr. Edwy Arthur",MALE,36.0,1,2,C.A. 34651,27.75,,Southampton
451,452,False,3,"Hagland, Mr. Ingvald Olai Olsen",MALE,,1,0,65303,19.9667,,Southampton
452,453,False,1,"Foreman, Mr. Benjamin Laventall",MALE,30.0,0,0,113051,27.75,C111,Cherbourg
453,454,True,1,"Goldenberg, Mr. Samuel L",MALE,49.0,1,0,17453,89.1042,C92,Cherbourg
454,455,False,3,"Peduzzi, Mr. Joseph",MALE,,0,0,A/5 2817,8.05,,Southampton
455,456,True,3,"Jalsevac, Mr. Ivan",MALE,29.0,0,0,349240,7.8958,,Cherbourg
456,457,False,1,"Millet, Mr. Francis Davis",MALE,65.0,0,0,13509,26.55,E38,Southampton
457,458,True,1,"Kenyon, Mrs. Frederick R (Marion)",FEMALE,,1,0,17464,51.8625,D21,Southampton
458,459,True,2,"Toomey, Miss. Ellen",FEMALE,50.0,0,0,F.C.C. 13531,10.5,,Southampton
459,460,False,3,"O'Connor, Mr. Maurice",MALE,,0,0,371060,7.75,,Queenstown
460,461,True,1,"Anderson, Mr. Harry",MALE,48.0,0,0,19952,26.55,E12,Southampton
461,462,False,3,"Morley, Mr. William",MALE,34.0,0,0,364506,8.05,,Southampton
462,463,False,1,"Gee, Mr. Arthur H",MALE,47.0,0,0,111320,38.5,E63,Southampton
463,464,False,2,"Milling, Mr. Jacob Christian",MALE,48.0,0,0,234360,13.0,,Southampton
464,465,False,3,"Maisner, Mr. Simon",MALE,,0,0,A/S 2816,8.05,,Southampton
465,466,False,3,"Goncalves, Mr. Manuel Estanslas",MALE,38.0,0,0,SOTON/O.Q. 3101306,7.05,,Southampton
466,467,False,2,"Campbell, Mr. William",MALE,,0,0,239853,0.0,,Southampton
467,468,False,1,"Smart, Mr. John Montgomery",MALE,56.0,0,0,113792,26.55,,Southampton
468,469,False,3,"Scanlan, Mr. James",MALE,,0,0,36209,7.725,,Queenstown
469,470,True,3,"Baclini, Miss. Helene Barbara",FEMALE,0.75,2,1,2666,19.2583,,Cherbourg
470,471,False,3,"Keefe, Mr. Arthur",MALE,,0,0,323592,7.25,,Southampton
471,472,False,3,"Cacic, Mr. Luka",MALE,38.0,0,0,315089,8.6625,,Southampton
472,473,True,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",FEMALE,33.0,1,2,C.A. 34651,27.75,,Southampton
473,474,True,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",FEMALE,23.0,0,0,SC/AH Basle 541,13.7917,D,Cherbourg
474,475,False,3,"Strandberg, Miss. Ida Sofia",FEMALE,22.0,0,0,7553,9.8375,,Southampton
475,476,False,1,"Clifford, Mr. George Quincy",MALE,,0,0,110465,52.0,A14,Southampton
476,477,False,2,"Renouf, Mr. Peter Henry",MALE,34.0,1,0,31027,21.0,,Southampton
477,478,False,3,"Braund, Mr. Lewis Richard",MALE,29.0,1,0,3460,7.0458,,Southampton
478,479,False,3,"Karlsson, Mr. Nils August",MALE,22.0,0,0,350060,7.5208,,Southampton
479,480,True,3,"Hirvonen, Miss. Hildur E",FEMALE,2.0,0,1,3101298,12.2875,,Southampton
480,481,False,3,"Goodwin, Master. Harold Victor",MALE,9.0,5,2,CA 2144,46.9,,Southampton
481,482,False,2,"Frost, Mr. Anthony Wood ""Archie""",MALE,,0,0,239854,0.0,,Southampton
482,483,False,3,"Rouse, Mr. Richard Henry",MALE,50.0,0,0,A/5 3594,8.05,,Southampton
483,484,True,3,"Turkula, Mrs. (Hedwig)",FEMALE,63.0,0,0,4134,9.5875,,Southampton
484,485,True,1,"Bishop, Mr. Dickinson H",MALE,25.0,1,0,11967,91.0792,B49,Cherbourg
485,486,False,3,"Lefebre, Miss. Jeannie",FEMALE,,3,1,4133,25.4667,,Southampton
486,487,True,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",FEMALE,35.0,1,0,19943,90.0,C93,Southampton
487,488,False,1,"Kent, Mr. Edward Austin",MALE,58.0,0,0,11771,29.7,B37,Cherbourg
488,489,False,3,"Somerton, Mr. Francis William",MALE,30.0,0,0,A.5. 18509,8.05,,Southampton
489,490,True,3,"Coutts, Master. Eden Leslie ""Neville""",MALE,9.0,1,1,C.A. 37671,15.9,,Southampton
490,491,False,3,"Hagland, Mr. Konrad Mathias Reiersen",MALE,,1,0,65304,19.9667,,Southampton
491,492,False,3,"Windelov, Mr. Einar",MALE,21.0,0,0,SOTON/OQ 3101317,7.25,,Southampton
492,493,False,1,"Molson, Mr. Harry Markland",MALE,55.0,0,0,113787,30.5,C30,Southampton
493,494,False,1,"Artagaveytia, Mr. Ramon",MALE,71.0,0,0,PC 17609,49.5042,,Cherbourg
494,495,False,3,"Stanley, Mr. Edward Roland",MALE,21.0,0,0,A/4 45380,8.05,,Southampton
495,496,False,3,"Yousseff, Mr. Gerious",MALE,,0,0,2627,14.4583,,Cherbourg
496,497,True,1,"Eustis, Miss. Elizabeth Mussey",FEMALE,54.0,1,0,36947,78.2667,D20,Cherbourg
497,498,False,3,"Shellard, Mr. Frederick William",MALE,,0,0,C.A. 6212,15.1,,Southampton
498,499,False,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",FEMALE,25.0,1,2,113781,151.55,C22 C26,Southampton
499,500,False,3,"Svensson, Mr. Olof",MALE,24.0,0,0,350035,7.7958,,Southampton
500,501,False,3,"Calic, Mr. Petar",MALE,17.0,0,0,315086,8.6625,,Southampton
501,502,False,3,"Canavan, Miss. Mary",FEMALE,21.0,0,0,364846,7.75,,Queenstown
502,503,False,3,"O'Sullivan, Miss. Bridget Mary",FEMALE,,0,0,330909,7.6292,,Queenstown
503,504,False,3,"Laitinen, Miss. Kristina Sofia",FEMALE,37.0,0,0,4135,9.5875,,Southampton
504,505,True,1,"Maioni, Miss. Roberta",FEMALE,16.0,0,0,110152,86.5,B79,Southampton
505,506,False,1,"Penasco y Castellana, Mr. Victor de Satode",MALE,18.0,1,0,PC 17758,108.9,C65,Cherbourg
506,507,True,2,"Quick, Mrs. Frederick Charles (Jane Richards)",FEMALE,33.0,0,2,26360,26.0,,Southampton
507,508,True,1,"Bradley, Mr. George (""George Arthur Brayton"")",MALE,,0,0,111427,26.55,,Southampton
